from,to,mode,base_time_sec,max_speed_kph,district,cost,co2_per_km
BB49,JC98,BUS,258,22,DSTRCT4,1.26,0.08
JD98,TC63,BUS,769,20,DSTRCT6,3.42,0.08
BB40,JC92,BUS,158,37,DSTRCT7,1.30,0.08
JD23,BA67,CAR,101,71,DSTRCT3,3.00,0.20
BA19,TC69,CAR,55,68,DSTRCT9,1.57,0.20
JD54,BB71,BUS,40,27,DSTRCT4,0.24,0.08
BB75,BA19,BUS,576,23,DSTRCT6,2.94,0.08
JD11,BB19,CAR,37,53,DSTRCT0,0.83,0.20
TC61,JD87,CAR,248,58,DSTRCT4,6.02,0.20
BA84,BB03,BUS,180,37,DSTRCT5,1.48,0.08
TC75,TC32,BUS,202,24,DSTRCT0,1.08,0.08
BA18,BA99,CAR,187,49,DSTRCT6,3.82,0.20
JD53,BA73,BUS,276,32,DSTRCT6,1.96,0.08
BA95,BA76,CAR,35,61,DSTRCT4,0.90,0.20
BA32,TC80,CAR,58,61,DSTRCT2,1.48,0.20
BA63,JD33,BUS,351,23,DSTRCT9,1.80,0.08
TC55,JD62,BUS,623,20,DSTRCT8,2.77,0.08
BA96,JC15,CAR,82,78,DSTRCT5,2.67,0.20
BB96,BA70,CAR,151,68,DSTRCT0,4.29,0.20
JD43,TC42,BUS,329,36,DSTRCT4,2.64,0.08
JD27,BA10,BUS,433,28,DSTRCT7,2.70,0.08
BB31,JC44,CAR,97,53,DSTRCT0,2.16,0.20
JD85,BA18,BUS,441,39,DSTRCT8,3.83,0.08
BA54,JD96,BUS,384,38,DSTRCT1,3.25,0.08
TC24,BA62,BUS,192,33,DSTRCT3,1.41,0.08
TC91,JC19,CAR,71,47,DSTRCT8,1.40,0.20
BA99,BB36,CAR,146,40,DSTRCT5,2.44,0.20
BB47,TC70,BUS,217,32,DSTRCT5,1.55,0.08
JC41,JD63,BUS,309,32,DSTRCT7,2.20,0.08
BB33,TC09,CAR,203,56,DSTRCT5,4.75,0.20
BA42,BB99,CAR,173,77,DSTRCT5,5.56,0.20
JD97,BA27,BUS,797,22,DSTRCT0,3.90,0.08
JD11,BB72,CAR,69,60,DSTRCT4,1.73,0.20
TC46,TC72,CAR,50,58,DSTRCT0,1.23,0.20
BA99,BB33,CAR,76,78,DSTRCT3,2.48,0.20
BB84,JC75,CAR,93,68,DSTRCT4,2.64,0.20
TC67,JC48,CAR,64,41,DSTRCT7,1.10,0.20
JD20,BA88,CAR,82,77,DSTRCT9,2.65,0.20
BA72,JC00,BUS,207,26,DSTRCT8,1.20,0.08
BA51,BB17,BUS,204,29,DSTRCT4,1.32,0.08
JD86,TC13,CAR,347,56,DSTRCT6,8.11,0.20
JD66,BA51,BUS,322,37,DSTRCT9,2.65,0.08
JC99,BA04,CAR,218,62,DSTRCT6,5.65,0.20
JC24,JC09,BUS,44,38,DSTRCT9,0.38,0.08
JD53,JD83,CAR,48,70,DSTRCT2,1.41,0.20
JC53,JD95,BUS,408,29,DSTRCT4,2.63,0.08
JD78,BA73,CAR,186,59,DSTRCT4,4.58,0.20
JC38,JD67,BUS,310,34,DSTRCT1,2.35,0.08
BB98,JD59,CAR,22,79,DSTRCT7,0.72,0.20
TC34,BA80,BUS,195,37,DSTRCT9,1.61,0.08
JD72,BA98,CAR,121,69,DSTRCT1,3.49,0.20
TC07,JD30,CAR,328,43,DSTRCT4,5.89,0.20
TC44,TC63,CAR,27,78,DSTRCT7,0.90,0.20
TC58,JD28,BUS,234,38,DSTRCT2,1.98,0.08
BA69,BA54,CAR,32,52,DSTRCT6,0.71,0.20
JC70,BA33,BUS,179,39,DSTRCT8,1.56,0.08
JC32,BA15,CAR,93,51,DSTRCT6,1.99,0.20
BA99,TC07,BUS,443,28,DSTRCT0,2.76,0.08
BB57,BA45,CAR,195,46,DSTRCT2,3.75,0.20
TC09,BA57,CAR,165,45,DSTRCT3,3.11,0.20
BB97,JD36,BUS,118,35,DSTRCT1,0.92,0.08
BA82,TC09,BUS,321,32,DSTRCT5,2.28,0.08
TC12,JC62,BUS,289,36,DSTRCT5,2.32,0.08
TC13,JC03,CAR,71,51,DSTRCT5,1.52,0.20
BA49,BB93,CAR,177,68,DSTRCT9,5.02,0.20
BB23,BA80,CAR,87,65,DSTRCT6,2.38,0.20
BA73,BA31,CAR,75,63,DSTRCT9,1.98,0.20
BA92,BA70,CAR,42,58,DSTRCT9,1.04,0.20
JD34,BB83,BUS,104,27,DSTRCT6,0.63,0.08
JD22,JD59,CAR,59,70,DSTRCT6,1.74,0.20
JC44,BB84,BUS,445,20,DSTRCT0,1.98,0.08
JD64,JC82,BUS,172,39,DSTRCT7,1.49,0.08
BB73,BB84,BUS,33,37,DSTRCT2,0.28,0.08
JC53,BA66,BUS,49,30,DSTRCT3,0.33,0.08
BB36,TC33,BUS,357,26,DSTRCT2,2.07,0.08
TC90,TC09,BUS,261,35,DSTRCT4,2.04,0.08
BB05,BB96,BUS,332,31,DSTRCT1,2.29,0.08
BB14,BB63,BUS,263,21,DSTRCT9,1.23,0.08
JC59,JC49,CAR,20,54,DSTRCT7,0.47,0.20
BA65,TC86,BUS,44,21,DSTRCT3,0.21,0.08
JC19,BA62,BUS,86,25,DSTRCT3,0.48,0.08
BB42,JD88,BUS,349,23,DSTRCT9,1.78,0.08
BB24,BB82,BUS,298,22,DSTRCT6,1.46,0.08
BA50,BA22,CAR,50,63,DSTRCT0,1.32,0.20
JC14,BB78,CAR,142,79,DSTRCT5,4.69,0.20
TC12,BB47,BUS,380,33,DSTRCT9,2.79,0.08
BA21,BB48,BUS,384,27,DSTRCT0,2.31,0.08
BA24,JC19,BUS,75,31,DSTRCT2,0.52,0.08
TC12,BB14,BUS,248,37,DSTRCT0,2.05,0.08
JC93,BB03,CAR,147,60,DSTRCT4,3.70,0.20
BA73,TC55,BUS,152,27,DSTRCT3,0.91,0.08
BA47,JC11,CAR,34,42,DSTRCT9,0.60,0.20
BA98,JC82,CAR,26,44,DSTRCT9,0.49,0.20
JC98,TC44,BUS,340,32,DSTRCT6,2.42,0.08
BB27,JC50,CAR,83,60,DSTRCT6,2.09,0.20
BA75,JD33,BUS,317,23,DSTRCT5,1.62,0.08
BA58,JC18,CAR,25,71,DSTRCT1,0.77,0.20
BA88,TC39,BUS,302,25,DSTRCT6,1.68,0.08
JC91,BB20,BUS,313,23,DSTRCT7,1.60,0.08
BB27,BB66,CAR,77,57,DSTRCT6,1.84,0.20
BB04,JD79,BUS,342,33,DSTRCT5,2.51,0.08
JD62,JC14,BUS,428,29,DSTRCT9,2.76,0.08
BA95,BB70,CAR,97,65,DSTRCT9,2.63,0.20
TC91,TC55,BUS,193,21,DSTRCT4,0.91,0.08
JC98,BA41,BUS,272,34,DSTRCT3,2.06,0.08
JC98,BA85,CAR,60,71,DSTRCT8,1.80,0.20
TC67,TC90,BUS,89,29,DSTRCT1,0.58,0.08
BB06,JC23,CAR,72,70,DSTRCT6,2.12,0.20
BB21,BA16,BUS,262,32,DSTRCT4,1.87,0.08
BA55,BB03,CAR,117,48,DSTRCT9,2.36,0.20
JD61,JD32,CAR,63,52,DSTRCT6,1.37,0.20
TC82,BA25,CAR,105,43,DSTRCT1,1.89,0.20
JC64,TC03,BUS,307,38,DSTRCT2,2.60,0.08
JD21,TC95,BUS,149,39,DSTRCT4,1.30,0.08
TC63,JC78,CAR,122,53,DSTRCT8,2.70,0.20
TC84,JC24,CAR,30,67,DSTRCT6,0.84,0.20
BA51,JC49,BUS,80,33,DSTRCT2,0.59,0.08
BA36,TC90,BUS,183,23,DSTRCT3,0.94,0.08
BA23,JD97,CAR,230,78,DSTRCT3,7.48,0.20
BA54,JD77,CAR,187,68,DSTRCT6,5.30,0.20
BB10,JD79,BUS,366,29,DSTRCT1,2.36,0.08
BA06,BA13,BUS,37,21,DSTRCT4,0.18,0.08
TC44,JC49,BUS,205,26,DSTRCT8,1.19,0.08
BA47,BA02,BUS,181,28,DSTRCT6,1.13,0.08
BB38,BA71,BUS,192,31,DSTRCT4,1.33,0.08
BB07,BB36,BUS,117,28,DSTRCT7,0.73,0.08
BA06,BB42,BUS,340,33,DSTRCT2,2.50,0.08
JC52,BB47,BUS,275,20,DSTRCT1,1.22,0.08
TC83,BB49,CAR,103,59,DSTRCT1,2.55,0.20
BB70,BA76,BUS,203,37,DSTRCT7,1.67,0.08
BA28,BA45,BUS,96,20,DSTRCT6,0.43,0.08
BA83,BA55,CAR,42,74,DSTRCT2,1.32,0.20
TC98,TC73,CAR,67,42,DSTRCT9,1.18,0.20
BB18,BA02,CAR,170,55,DSTRCT8,3.90,0.20
BA77,TC42,CAR,133,45,DSTRCT0,2.50,0.20
BB22,JC96,CAR,100,74,DSTRCT6,3.11,0.20
TC87,JD42,CAR,123,62,DSTRCT8,3.18,0.20
BA19,TC45,CAR,29,44,DSTRCT8,0.53,0.20
BB31,TC63,BUS,298,21,DSTRCT9,1.39,0.08
JD21,BA10,CAR,235,49,DSTRCT7,4.82,0.20
JD39,BA16,CAR,318,40,DSTRCT0,5.30,0.20
BB87,JD07,CAR,87,72,DSTRCT0,2.62,0.20
JD07,TC83,CAR,101,57,DSTRCT8,2.40,0.20
BA93,TC31,BUS,258,35,DSTRCT6,2.01,0.08
BA64,BB20,BUS,247,23,DSTRCT7,1.27,0.08
JD24,JD75,BUS,213,27,DSTRCT6,1.28,0.08
BB03,BA71,BUS,273,22,DSTRCT1,1.34,0.08
BB71,JC30,BUS,321,28,DSTRCT7,2.00,0.08
JC62,JC21,BUS,132,35,DSTRCT3,1.03,0.08
JD72,JC79,BUS,191,39,DSTRCT2,1.66,0.08
BA25,JC68,BUS,240,32,DSTRCT6,1.71,0.08
TC23,BB26,BUS,265,35,DSTRCT7,2.07,0.08
JD86,BB25,BUS,255,38,DSTRCT5,2.16,0.08
BA67,JD21,BUS,354,20,DSTRCT2,1.58,0.08
TC50,BB57,BUS,421,23,DSTRCT0,2.15,0.08
BB44,JD94,CAR,212,40,DSTRCT4,3.53,0.20
TC09,JC66,BUS,362,31,DSTRCT7,2.50,0.08
JD22,BB97,CAR,127,45,DSTRCT6,2.38,0.20
BA60,JC89,BUS,210,29,DSTRCT0,1.36,0.08
JD17,BB63,BUS,88,28,DSTRCT1,0.55,0.08
JD32,JD55,CAR,53,49,DSTRCT0,1.08,0.20
JD01,JD85,CAR,215,44,DSTRCT1,3.96,0.20
BB17,TC85,CAR,68,70,DSTRCT3,2.00,0.20
JC14,JC82,CAR,130,59,DSTRCT4,3.21,0.20
JD18,JD10,CAR,12,71,DSTRCT1,0.38,0.20
TC25,BB33,BUS,264,37,DSTRCT5,2.18,0.08
JD54,JC05,CAR,255,49,DSTRCT2,5.23,0.20
BB11,JD12,CAR,46,64,DSTRCT6,1.24,0.20
JD92,JC16,CAR,300,51,DSTRCT8,6.39,0.20
BA84,BB82,BUS,270,29,DSTRCT4,1.74,0.08
JC19,BB30,CAR,102,63,DSTRCT2,2.69,0.20
TC17,JC48,CAR,125,66,DSTRCT5,3.45,0.20
JD59,TC86,BUS,417,22,DSTRCT3,2.04,0.08
BA82,BB59,CAR,82,78,DSTRCT5,2.68,0.20
TC35,JC04,BUS,58,22,DSTRCT8,0.29,0.08
TC37,JC23,CAR,55,58,DSTRCT8,1.33,0.20
TC51,TC77,CAR,56,52,DSTRCT9,1.23,0.20
BB28,JC18,BUS,168,38,DSTRCT0,1.42,0.08
JC74,TC05,BUS,322,39,DSTRCT9,2.80,0.08
BA80,JD22,BUS,212,31,DSTRCT5,1.46,0.08
BA14,TC51,CAR,48,49,DSTRCT3,0.98,0.20
BB20,JD99,BUS,301,39,DSTRCT5,2.61,0.08
JC87,BB35,CAR,81,72,DSTRCT0,2.44,0.20
JD68,BB01,BUS,288,36,DSTRCT2,2.31,0.08
BB22,BA27,CAR,168,45,DSTRCT5,3.17,0.20
JC93,JD31,CAR,100,58,DSTRCT4,2.42,0.20
TC03,BA44,BUS,247,27,DSTRCT6,1.48,0.08
TC50,TC04,CAR,121,43,DSTRCT9,2.17,0.20
JD11,BB06,CAR,56,61,DSTRCT6,1.43,0.20
BB15,JC86,CAR,104,69,DSTRCT2,3.00,0.20
JD04,BA79,BUS,315,20,DSTRCT3,1.40,0.08
TC39,JD80,BUS,485,33,DSTRCT2,3.56,0.08
JC58,JD07,BUS,182,31,DSTRCT3,1.26,0.08
BB24,BA83,BUS,147,39,DSTRCT9,1.28,0.08
JC87,TC17,BUS,373,34,DSTRCT0,2.82,0.08
BB89,JD88,BUS,70,39,DSTRCT3,0.61,0.08
TC54,BB74,CAR,234,47,DSTRCT6,4.58,0.20
BA40,JD30,BUS,482,20,DSTRCT3,2.15,0.08
TC60,BB81,CAR,158,70,DSTRCT1,4.63,0.20
JC35,TC18,CAR,119,56,DSTRCT2,2.79,0.20
BB26,JC02,BUS,356,21,DSTRCT4,1.66,0.08
BA41,BA54,BUS,40,36,DSTRCT3,0.33,0.08
BB96,BA06,CAR,390,43,DSTRCT9,7.00,0.20
JD43,BB16,BUS,178,33,DSTRCT0,1.31,0.08
BA26,BA67,BUS,154,30,DSTRCT1,1.03,0.08
TC09,TC44,CAR,50,78,DSTRCT9,1.65,0.20
JC96,BB39,CAR,140,44,DSTRCT8,2.57,0.20
JD05,JD71,CAR,118,63,DSTRCT1,3.11,0.20
BB31,JC36,CAR,105,52,DSTRCT2,2.29,0.20
JD34,BB47,CAR,27,53,DSTRCT6,0.62,0.20
JC12,BB00,BUS,193,27,DSTRCT1,1.16,0.08
BB11,TC79,BUS,192,25,DSTRCT7,1.07,0.08
BB49,JC02,CAR,233,41,DSTRCT3,3.99,0.20
BB30,BB46,CAR,31,57,DSTRCT6,0.75,0.20
TC16,JD08,CAR,166,66,DSTRCT7,4.57,0.20
JD49,JC37,CAR,118,76,DSTRCT6,3.75,0.20
BB23,JD37,CAR,110,40,DSTRCT6,1.85,0.20
JC99,JD47,BUS,145,39,DSTRCT2,1.26,0.08
JD56,BA86,BUS,310,26,DSTRCT8,1.80,0.08
TC52,JC51,CAR,71,65,DSTRCT8,1.95,0.20
BA49,TC32,CAR,78,51,DSTRCT7,1.66,0.20
TC23,JC68,CAR,159,62,DSTRCT4,4.11,0.20
BB88,BA25,CAR,188,74,DSTRCT2,5.82,0.20
JD68,TC71,CAR,234,49,DSTRCT8,4.78,0.20
BB06,BA05,CAR,128,63,DSTRCT6,3.36,0.20
JD11,BA27,BUS,315,29,DSTRCT6,2.03,0.08
BB53,JD11,BUS,64,32,DSTRCT2,0.46,0.08
BA39,JC25,CAR,18,73,DSTRCT1,0.57,0.20
TC05,JD26,CAR,302,46,DSTRCT2,5.80,0.20
BB63,JD65,BUS,134,23,DSTRCT9,0.69,0.08
JD20,BA45,CAR,159,53,DSTRCT5,3.52,0.20
BA72,BB17,CAR,86,66,DSTRCT6,2.37,0.20
BA43,BB34,CAR,109,67,DSTRCT5,3.05,0.20
JC82,TC14,BUS,567,22,DSTRCT4,2.77,0.08
TC28,TC68,BUS,119,38,DSTRCT2,1.01,0.08
JD26,JD47,BUS,65,36,DSTRCT8,0.53,0.08
BA50,JD94,BUS,674,22,DSTRCT7,3.30,0.08
JC50,JD65,BUS,289,32,DSTRCT8,2.06,0.08
JD58,BA13,BUS,452,33,DSTRCT4,3.32,0.08
BB32,JC96,CAR,110,60,DSTRCT3,2.77,0.20
BA44,BA28,BUS,64,28,DSTRCT5,0.40,0.08
BB93,TC41,BUS,512,28,DSTRCT1,3.19,0.08
BB09,JD19,BUS,113,35,DSTRCT4,0.89,0.08
TC88,JC88,BUS,149,32,DSTRCT7,1.06,0.08
BA44,BA77,BUS,106,35,DSTRCT1,0.83,0.08
BB50,JC21,CAR,172,46,DSTRCT0,3.30,0.20
TC10,JD95,CAR,442,47,DSTRCT6,8.66,0.20
JC09,JC83,CAR,155,54,DSTRCT0,3.49,0.20
JC68,JC42,CAR,45,64,DSTRCT2,1.23,0.20
TC18,JD22,CAR,193,63,DSTRCT9,5.07,0.20
BA71,JC53,CAR,16,59,DSTRCT4,0.42,0.20
JC80,JC30,CAR,106,53,DSTRCT0,2.36,0.20
BA69,JC51,CAR,21,46,DSTRCT5,0.42,0.20
BB40,BB86,CAR,100,52,DSTRCT7,2.17,0.20
BB78,BB66,CAR,23,57,DSTRCT9,0.57,0.20
JD39,BB82,CAR,50,43,DSTRCT2,0.90,0.20
JC34,BB48,BUS,196,34,DSTRCT8,1.49,0.08
JD71,BB65,CAR,57,62,DSTRCT6,1.47,0.20
BA39,BB79,BUS,352,33,DSTRCT3,2.59,0.08
TC21,JC09,BUS,92,37,DSTRCT6,0.76,0.08
JC68,TC26,CAR,216,44,DSTRCT5,3.97,0.20
BB91,BB47,BUS,226,22,DSTRCT4,1.11,0.08
BA04,JD15,BUS,444,26,DSTRCT1,2.57,0.08
BA46,JC34,BUS,65,24,DSTRCT9,0.35,0.08
JC54,JD32,CAR,93,69,DSTRCT4,2.70,0.20
BA03,TC70,CAR,117,48,DSTRCT1,2.36,0.20
BB05,BB58,CAR,96,62,DSTRCT3,2.50,0.20
JD06,BA26,BUS,245,36,DSTRCT1,1.96,0.08
TC80,BA74,BUS,47,33,DSTRCT2,0.35,0.08
BA81,JD33,BUS,233,30,DSTRCT3,1.55,0.08
TC99,TC43,BUS,301,21,DSTRCT2,1.41,0.08
BA82,BA97,BUS,65,26,DSTRCT2,0.38,0.08
BA85,TC33,CAR,112,70,DSTRCT5,3.30,0.20
JD79,JC73,BUS,223,38,DSTRCT7,1.89,0.08
BA73,BA92,BUS,89,24,DSTRCT7,0.48,0.08
TC68,BB78,CAR,129,77,DSTRCT4,4.16,0.20
TC13,JC52,CAR,145,63,DSTRCT7,3.83,0.20
JC84,TC79,BUS,205,26,DSTRCT4,1.19,0.08
BA07,JC14,BUS,125,29,DSTRCT5,0.81,0.08
JC73,JC57,BUS,47,38,DSTRCT0,0.40,0.08
TC35,TC47,CAR,22,61,DSTRCT2,0.57,0.20
BA27,JC54,BUS,256,23,DSTRCT2,1.31,0.08
TC00,TC66,BUS,207,36,DSTRCT8,1.66,0.08
JC23,TC51,CAR,36,44,DSTRCT4,0.68,0.20
TC72,BA06,BUS,185,30,DSTRCT7,1.23,0.08
BA83,JC72,CAR,32,52,DSTRCT6,0.70,0.20
JD11,JC79,CAR,117,51,DSTRCT8,2.51,0.20
BB31,JC97,BUS,174,39,DSTRCT4,1.51,0.08
BA35,BA59,CAR,43,62,DSTRCT1,1.13,0.20
BB19,JD70,CAR,150,57,DSTRCT8,3.58,0.20
BB59,BB18,CAR,77,60,DSTRCT2,1.93,0.20
BB86,JC43,BUS,317,29,DSTRCT4,2.04,0.08
JD76,TC62,CAR,299,44,DSTRCT8,5.50,0.20
BA82,BA30,BUS,183,32,DSTRCT5,1.31,0.08
JD45,JC51,BUS,221,34,DSTRCT3,1.67,0.08
BA92,TC85,CAR,60,48,DSTRCT6,1.21,0.20
JD81,TC54,BUS,427,34,DSTRCT4,3.23,0.08
BA93,BB10,BUS,242,28,DSTRCT3,1.51,0.08
JD13,TC73,BUS,168,39,DSTRCT3,1.46,0.08
TC42,JC63,BUS,286,25,DSTRCT3,1.59,0.08
JC65,BA87,BUS,24,29,DSTRCT6,0.16,0.08
BB46,TC27,CAR,145,75,DSTRCT5,4.54,0.20
BA97,JD09,CAR,140,46,DSTRCT4,2.70,0.20
BA65,JC87,BUS,221,24,DSTRCT6,1.18,0.08
TC40,BB61,CAR,152,73,DSTRCT5,4.63,0.20
BB01,JD74,BUS,316,35,DSTRCT0,2.46,0.08
BB50,JD89,CAR,111,65,DSTRCT8,3.02,0.20
JD23,JD73,CAR,76,74,DSTRCT3,2.36,0.20
BB72,JD96,BUS,154,36,DSTRCT7,1.23,0.08
TC92,TC40,CAR,133,44,DSTRCT2,2.45,0.20
TC56,JD32,BUS,255,37,DSTRCT7,2.10,0.08
BB97,BB15,BUS,309,30,DSTRCT0,2.06,0.08
JD32,BB82,CAR,59,49,DSTRCT0,1.22,0.20
JD67,JC75,CAR,136,54,DSTRCT0,3.08,0.20
BA28,JC10,CAR,13,74,DSTRCT8,0.42,0.20
BB08,TC56,CAR,66,79,DSTRCT7,2.20,0.20
JC08,BB90,BUS,345,38,DSTRCT8,2.92,0.08
JC94,JD11,CAR,127,53,DSTRCT5,2.83,0.20
BB78,BB25,BUS,222,27,DSTRCT1,1.33,0.08
BB90,JD13,BUS,191,31,DSTRCT3,1.32,0.08
TC54,JD86,CAR,255,59,DSTRCT4,6.28,0.20
JC50,BA30,BUS,150,34,DSTRCT7,1.13,0.08
JC90,BA91,BUS,115,24,DSTRCT8,0.61,0.08
BA15,JC28,CAR,57,75,DSTRCT7,1.80,0.20
BB79,BB38,CAR,66,70,DSTRCT6,1.93,0.20
JD66,TC84,BUS,476,21,DSTRCT2,2.22,0.08
JC44,BB54,BUS,228,28,DSTRCT3,1.42,0.08
JD19,BB07,CAR,85,49,DSTRCT0,1.75,0.20
TC02,BA00,CAR,33,59,DSTRCT6,0.81,0.20
TC17,TC40,CAR,59,44,DSTRCT7,1.08,0.20
BA24,JD70,CAR,273,55,DSTRCT9,6.27,0.20
JC87,BB40,CAR,124,45,DSTRCT4,2.33,0.20
TC38,TC08,CAR,44,76,DSTRCT6,1.41,0.20
JD15,JC88,BUS,283,22,DSTRCT1,1.38,0.08
BA28,JC38,CAR,51,78,DSTRCT1,1.66,0.20
BA11,BB22,BUS,297,30,DSTRCT1,1.98,0.08
BB93,JD55,BUS,62,26,DSTRCT8,0.36,0.08
BA33,JD28,BUS,373,27,DSTRCT5,2.24,0.08
BB99,BB34,BUS,272,27,DSTRCT6,1.63,0.08
JC20,JC88,BUS,256,30,DSTRCT6,1.71,0.08
JC07,TC68,CAR,41,51,DSTRCT5,0.89,0.20
BA86,BB09,CAR,136,47,DSTRCT7,2.68,0.20
BB13,BA14,BUS,304,26,DSTRCT2,1.76,0.08
BA79,TC04,BUS,276,38,DSTRCT7,2.33,0.08
BA85,JC86,CAR,64,46,DSTRCT7,1.24,0.20
BA00,BA99,CAR,145,77,DSTRCT4,4.67,0.20
TC37,BB05,CAR,82,76,DSTRCT0,2.61,0.20
JD23,BB71,BUS,82,33,DSTRCT2,0.60,0.08
JC99,TC08,BUS,579,26,DSTRCT9,3.35,0.08
JC86,TC23,CAR,160,74,DSTRCT6,4.96,0.20
BB38,BA58,CAR,149,44,DSTRCT1,2.75,0.20
JD42,BA63,CAR,203,43,DSTRCT3,3.65,0.20
TC27,BB77,BUS,543,26,DSTRCT8,3.14,0.08
JD86,TC95,CAR,197,55,DSTRCT1,4.53,0.20
TC91,BA06,BUS,225,34,DSTRCT6,1.71,0.08
BB38,BB69,CAR,50,69,DSTRCT2,1.46,0.20
JC45,BB81,CAR,155,55,DSTRCT8,3.56,0.20
BB04,BB74,CAR,101,78,DSTRCT2,3.30,0.20
TC72,TC56,BUS,56,32,DSTRCT7,0.40,0.08
TC34,JC88,BUS,453,24,DSTRCT1,2.42,0.08
JC57,BB37,BUS,157,32,DSTRCT5,1.12,0.08
BB93,TC68,CAR,287,40,DSTRCT5,4.80,0.20
JD63,BB77,BUS,55,25,DSTRCT7,0.31,0.08
BA90,TC74,BUS,138,28,DSTRCT6,0.86,0.08
JC98,BB12,BUS,250,34,DSTRCT2,1.89,0.08
JC25,JD10,CAR,106,65,DSTRCT2,2.88,0.20
BB46,JD78,CAR,93,69,DSTRCT6,2.69,0.20
TC87,BA76,CAR,18,62,DSTRCT2,0.47,0.20
JC43,JC78,CAR,71,55,DSTRCT6,1.65,0.20
JD75,BB75,BUS,79,36,DSTRCT2,0.64,0.08
JC46,JD03,BUS,184,31,DSTRCT5,1.27,0.08
BA17,BB29,BUS,281,32,DSTRCT3,2.00,0.08
TC38,BB82,BUS,539,25,DSTRCT2,3.00,0.08
BA25,BB13,BUS,338,21,DSTRCT4,1.58,0.08
BB87,TC18,BUS,621,26,DSTRCT0,3.59,0.08
JC39,TC32,BUS,159,35,DSTRCT9,1.24,0.08
JC56,JC70,CAR,36,43,DSTRCT4,0.66,0.20
JD36,JD20,BUS,86,21,DSTRCT7,0.40,0.08
JD63,JD96,BUS,138,27,DSTRCT8,0.83,0.08
JD12,BA83,CAR,143,44,DSTRCT9,2.63,0.20
JD00,JD23,CAR,37,70,DSTRCT0,1.08,0.20
BA23,JD97,CAR,390,46,DSTRCT6,7.48,0.20
JC28,TC28,BUS,199,24,DSTRCT5,1.06,0.08
BA41,JC85,BUS,260,30,DSTRCT4,1.73,0.08
TC38,BA25,BUS,41,24,DSTRCT7,0.22,0.08
JC71,TC33,BUS,238,38,DSTRCT9,2.02,0.08
JD80,BB23,BUS,343,27,DSTRCT8,2.06,0.08
TC70,JC09,BUS,59,36,DSTRCT8,0.47,0.08
BB02,TC10,CAR,107,77,DSTRCT3,3.44,0.20
JD36,BA75,BUS,277,27,DSTRCT9,1.66,0.08
JC23,JD86,BUS,423,33,DSTRCT6,3.10,0.08
BA99,JD08,CAR,90,73,DSTRCT5,2.74,0.20
BB07,JC65,CAR,119,52,DSTRCT9,2.60,0.20
JC42,BB32,BUS,211,25,DSTRCT7,1.18,0.08
BA02,BA30,CAR,56,56,DSTRCT4,1.32,0.20
BB03,JC39,CAR,117,44,DSTRCT8,2.15,0.20
JD58,BA24,CAR,307,45,DSTRCT5,5.76,0.20
JC20,JD49,BUS,330,32,DSTRCT6,2.35,0.08
TC57,BA00,CAR,96,47,DSTRCT0,1.89,0.20
JC27,BB07,CAR,69,73,DSTRCT9,2.10,0.20
BB53,JD64,BUS,170,24,DSTRCT8,0.91,0.08
JC97,TC16,BUS,435,32,DSTRCT7,3.10,0.08
JC07,JD99,BUS,608,28,DSTRCT3,3.78,0.08
BB85,BA05,CAR,258,61,DSTRCT3,6.56,0.20
TC27,BA42,BUS,130,29,DSTRCT3,0.84,0.08
BA45,BB74,BUS,503,21,DSTRCT8,2.35,0.08
JD86,JC78,CAR,129,67,DSTRCT7,3.61,0.20
JD76,BB28,CAR,206,40,DSTRCT7,3.44,0.20
JD13,TC30,CAR,136,74,DSTRCT3,4.21,0.20
TC22,JC43,CAR,174,41,DSTRCT6,2.98,0.20
JC76,JC58,BUS,53,38,DSTRCT2,0.45,0.08
BB65,BB54,CAR,29,42,DSTRCT6,0.52,0.20
JC07,BB41,BUS,220,38,DSTRCT3,1.86,0.08
JC07,BB47,BUS,387,23,DSTRCT9,1.98,0.08
BB84,JD07,CAR,121,49,DSTRCT8,2.48,0.20
BA84,BA97,BUS,38,38,DSTRCT1,0.33,0.08
BB14,JD54,CAR,103,71,DSTRCT9,3.06,0.20
JD91,BA08,CAR,378,50,DSTRCT4,7.88,0.20
BA82,TC30,BUS,219,36,DSTRCT0,1.76,0.08
JC72,TC00,CAR,170,76,DSTRCT7,5.39,0.20
BA03,TC36,BUS,74,26,DSTRCT5,0.43,0.08
BB58,BA97,BUS,251,23,DSTRCT3,1.29,0.08
TC40,BB94,CAR,363,40,DSTRCT3,6.06,0.20
BB47,TC94,CAR,121,44,DSTRCT6,2.22,0.20
BA26,TC06,CAR,98,44,DSTRCT5,1.80,0.20
JD64,TC86,BUS,437,22,DSTRCT7,2.14,0.08
BA71,JC43,BUS,31,24,DSTRCT7,0.17,0.08
BA84,BA01,CAR,123,76,DSTRCT6,3.91,0.20
BA56,BB51,BUS,200,38,DSTRCT3,1.69,0.08
BA64,JC93,BUS,254,24,DSTRCT1,1.36,0.08
BA02,BA41,CAR,95,46,DSTRCT1,1.84,0.20
JD06,JC58,CAR,94,60,DSTRCT0,2.36,0.20
BB85,BA30,BUS,386,34,DSTRCT7,2.92,0.08
BA10,JD03,BUS,319,31,DSTRCT6,2.20,0.08
JC05,BB43,CAR,143,61,DSTRCT6,3.64,0.20
JC52,JC11,CAR,76,61,DSTRCT2,1.93,0.20
